,ADDED_BY_USER,DTTM_RCD_ADDED,UPDATED_BY_USER,POLICY_ID,POLICY_NAME,POLICY_NUMBER,POLICY_STATUS_CODE,INSURER_EID,ISSUE_DATE,REVIEW_DATE,RENEWAL_DATE,EFFECTIVE_DATE,EXPIRATION_DATE,CANCEL_DATE,PREMIUM,TRIGGER_CLAIM_FLAG,PRIMARY_POLICY_FLG,COMMENTS,DTTM_RCD_LAST_UPD,BROKER_EID,BANK_ACC_ID,SUB_ACC_ROW_ID,HTMLCOMMENTS,ALL_STATES_FLAG,POLICY_SYSTEM_ID,POLICY_LOB_CODE,POLICY_SYMBOL,EXTERNAL_POLICY_ID,CURRENCY_CODE,MODULE,MASTER_COMPANY,LOCATION_COMPANY,BRANCH_CODE,LEGACY_UNIQUE_IDENTIFIER,INVALID_IND,PAID_TO_DATE,ISSUE_SYSTEM,RESINSURANCE_FLAG,RETRO_DATE,TAIL_DATE,REINSURANCE_CODE,EXTERNAL_POLICY_KEY,MASTER_COMPANY_DESC,INJURY_MGT_PROGRAM_CODE,CANCEL_REASON_CODE,GST_RATE,GST_AMOUNT,ITC_RATE,PREMIUM_WO_GST,PRODUCT_TYPE,PRODUCT_SUB_TYPE,REPT_PRODUCT_TYPE,ISSUE_STATE,MAJOR_LOB,FACE_AMOUNT,CONTESTABLE,INSURED_INDICATOR,ANNUITY_QUAL_TYPE,PAR_TYPE,ADMIN_PAID_DATE,PLAN_CODE,REGION,CLIENT_PROG_ID,UMR_ROW_ID,PROCESSED
384,KRager,20160121130336,KRager,156849,11PKG8899508,1188995,212,0,,,,20150401,20160401,,0.0,0,-1,,20160121130336,0,0,0,,0,1,6857,PKG,,26723,08,05,00,,189268,0,,,0,,,0,"PKG,1188995,08,05,00",,,,,,,,,,,,,,,,,,,,,,,
385,KGaspard,20150330095201,KGaspard,156907,DOX003071503,0030715,212,0,,,,20111201,20121201,,0.0,0,-1,,20150330095201,0,0,0,,0,1,7927,DOX,,26723,03,05,00,,179576,0,,,0,,,0,"DOX,0030715,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
386,TCON1A,20120907085131,TCON1A,156926,11CAA5889700,1158897,212,0,,,,20070401,20080401,20080401,0.0,0,-1,,20120907085131,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,129748,0,,,0,,,0,"CAA,1158897,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
387,TCON3A,20120922194706,TCON3A,156948,11CAA5889302,1158893,212,0,,,,20090404,20100403,20100403,0.0,0,-1,,20120922194706,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,137828,0,,,0,,,0,"CAA,1158893,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
388,ARodstro,20140721162518,sys,156956,DPC002855002,0028550,212,0,,,,20100815,20110815,,42825.6,0,-1,,20241108125111,0,0,0,,0,1,26326,DPC,,26723,02,01,00,15,,0,,NONPIJ,0,,,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
389,TCONV,20140906124008,TCONV,157005,CPR000700000,0007000,212,0,,,,20131201,20141201,,0.0,0,-1,,20140906124008,0,0,0,,0,1,6857,CPR,,51848,00,06,00,20,172681,0,,,0,,,0,"CPR,0007000,00,06,00",,,,,,,,,,,,,,,,,,,,,,,
390,TCON1A,20120922232005,TCON1A,157062,PEL003259702,0032597,212,0,,,,20110331,20120331,,0.0,0,-1,,20120922232005,0,0,0,,0,1,7927,PEL,,26723,02,05,00,15,140555,0,,,0,,,0,"PEL,0032597,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
391,KGaspard,20160225143422,KGaspard,157074,AGL000657901,0006579,212,0,,,,20141214,20151214,,0.0,0,-1,,20160225143422,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,190520,0,,,0,,,0,"AGL,0006579,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
392,LGarrets,20140401142328,LGarrets,157075,APL000737108,0007371,212,0,,,,20130601,20140601,,0.0,0,-1,,20140401142328,0,0,0,,0,1,26325,APL,,26723,08,01,00,,158221,0,,,0,,,0,"APL,0007371,08,01,00",,,,,,,,,,,,,,,,,,,,,,,
393,TCON4A,20120922223757,TCON4A,157076,FLP000759801,0007598,212,0,,,,20060630,20070630,,0.0,0,-1,,20120922223757,0,0,0,,0,1,26323,FLP,,26723,01,01,00,15,140115,0,,,0,,,0,"FLP,0007598,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
394,SLawrie,20150316085325,SLawrie,157080,LPL004594903,0045949,212,0,,,,20140701,20150701,,0.0,0,-1,,20150316085325,0,0,0,,0,1,26325,LPL,,51848,03,06,00,,179085,0,,,0,,,0,"LPL,0045949,03,06,00",,,,,,,,,,,,,,,,,,,,,,,
395,TCON2A,20120923024853,TCON2A,157135,EPO002809001,0028090,212,0,,,,20090701,20110414,,0.0,0,-1,,20120923024853,0,0,0,,0,1,26321,EPO,,26723,01,05,00,15,142556,0,,,0,,,0,"EPO,0028090,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
396,TCON2A,20120907130715,TCON2A,157146,11CAA5489402,1154894,212,0,,,,20081201,20091130,20091130,0.0,0,-1,,20120907130715,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,130587,0,,,0,,,0,"CAA,1154894,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
397,LGarrets,20150526095046,LGarrets,157227,12EMP7177101,1271771,212,0,,,,20110406,20120406,,0.0,0,-1,,20150526095046,0,0,0,,0,1,26325,EMP,,26723,01,01,00,,181495,0,,,0,,,0,"EMP,1271771,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
398,MHerman,20150630094249,MHerman,157268,SLP930000500,9300005,212,0,,,,20150610,20190610,,0.0,0,-1,,20150630094249,0,0,0,,0,1,7927,SLP,,26723,00,01,00,,182716,0,,,0,,,0,"SLP,9300005,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
399,TCON3A,20120922230731,TCON3A,157284,DPC002394300,0023943,212,0,,,,20071129,20081129,,0.0,0,-1,,20120922230731,0,0,0,,0,1,26326,DPC,,26723,00,01,00,15,140405,0,,,0,,,0,"DPC,0023943,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
400,TCONV,20140906120801,TCONV,157327,CAP001808702,0018087,212,0,,,,20081001,20091001,,0.0,0,-1,,20140906120801,0,0,0,,0,1,26325,CAP,,51848,02,06,00,20,172217,0,,,0,,,0,"CAP,0018087,02,06,00",,,,,,,,,,,,,,,,,,,,,,,
401,JVictori,20130508141222,JVictori,157328,11WCX5945600,1159456,212,0,,,,20080101,20090101,20080101,0.0,0,-1,,20130508141222,0,0,0,,0,1,26327,WCX,,26723,00,05,00,,149269,0,,,0,,,0,"WCX,1159456,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
402,TCON4A,20120922233030,TCON4A,157341,11CAA5891700,1158917,212,0,,,,20070401,20080401,20080401,0.0,0,-1,,20120922233030,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,140696,0,,,0,,,0,"CAA,1158917,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
403,TCONV,20140906133157,TCONV,157346,CPR009269600,0092696,212,0,,,,20110801,20120801,,0.0,0,-1,,20140906133157,0,0,0,,0,1,6857,CPR,,51848,00,06,00,20,172924,0,,,0,,,0,"CPR,0092696,00,06,00",,,,,,,,,,,,,,,,,,,,,,,
404,TCONV,20140906120846,TCONV,157466,BFI002853300,0028533,212,0,,,,20080601,20090601,,0.0,0,-1,,20140906120846,0,0,0,,0,1,7927,BFI,,51848,00,06,00,20,172229,0,,,0,,,0,"BFI,0028533,00,06,00",,,,,,,,,,,,,,,,,,,,,,,
405,KGaspard,20161013095049,KGaspard,157470,AGL001900801,0019008,212,0,,,,20151101,20161101,,0.0,0,-1,,20161013095049,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,199235,0,,,0,,,0,"AGL,0019008,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
406,TCON1A,20120813114142,TCON1A,157512,11CAA5499001,1154990,212,0,,,,20071219,20081219,20081219,0.0,0,-1,,20120813114142,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,116073,0,,,0,,,0,"CAA,1154990,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
407,TCON2A,20120922222058,TCON2A,157513,11CAA5884502,1158845,212,0,,,,20090401,20100331,20100331,0.0,0,-1,,20120922222058,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,140045,0,,,0,,,0,"CAA,1158845,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
408,CMessina,20130423190416,CMessina,157557,GAP003836200,0038362,212,0,,,,20100412,20110412,,0.0,0,-1,,20130423190416,0,0,0,,0,1,26326,GAP,,26723,00,01,00,,148842,0,,,0,,,0,"GAP,0038362,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
409,LBiga,20140507093831,LBiga,157643,FLP005439701,0054397,212,0,,,,20140504,20150504,,0.0,0,-1,,20140507093831,0,0,0,,0,1,26323,FLP,,26723,01,01,00,,159236,0,,,0,,,0,"FLP,0054397,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
410,LGarrets,20160606125437,LGarrets,157658,11PKG2279201,1122792,212,0,,,,20100331,20110331,,0.0,0,-1,,20160606125437,0,0,0,,0,1,6857,PKG,,26723,01,05,00,,194144,0,,,0,,,0,"PKG,1122792,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
411,TCONV,20140906140743,TCONV,157686,BFI002853302,0028533,212,0,,,,20100601,20110601,,0.0,0,-1,,20140906140743,0,0,0,,0,1,7927,BFI,,51848,02,06,00,20,173002,0,,,0,,,0,"BFI,0028533,02,06,00",,,,,,,,,,,,,,,,,,,,,,,
412,LBiga,20150814102532,LBiga,157693,AGL000898201,0008982,212,0,,,,20150203,20160203,,0.0,0,-1,,20150814102532,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,184279,0,,,0,,,0,"AGL,0008982,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
413,ARodstro,20130503090815,ARodstro,157727,UFP000351605,0003516,212,0,,,,20100101,20110101,,0.0,0,-1,,20130503090815,0,0,0,,0,1,27061,UFP,,26723,05,01,00,,149148,0,,,0,,,0,"UFP,0003516,05,01,00",,,,,,,,,,,,,,,,,,,,,,,
414,TCON3A,20120907045853,TCON3A,157765,PML000845100,0008451,212,0,,,,20050711,20060711,,0.0,0,-1,,20120907045853,0,0,0,,0,1,26324,PML,,26723,00,05,00,10,128315,0,,,0,,,0,"PML,0008451,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
415,TCON2A,20120922205042,TCON2A,157784,11CAA5494802,1154948,212,0,,,,20081215,20091215,20091215,0.0,0,-1,,20120922205042,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,138696,0,,,0,,,0,"CAA,1154948,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
416,TCON3A,20120907022156,TCON3A,157786,11CAA7054901,1170549,212,0,,,,20090715,20100715,20100715,0.0,0,-1,,20120907022156,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,126776,0,,,0,,,0,"CAA,1170549,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
417,LGarrets,20121219091708,LGarrets,157799,11LPL5589500,1155895,212,0,,,,20051215,20061215,,0.0,0,-1,,20121219091708,0,0,0,,0,1,26325,LPL,,26723,00,05,00,,145435,0,,,0,,,0,"LPL,1155895,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
418,LGarrets,20151211160428,LGarrets,157881,AAP930018401,9300184,212,0,,,,20150628,20160628,,0.0,0,-1,,20151211160428,0,0,0,,0,1,7927,AAP,,26723,01,05,00,,188108,0,,,0,,,0,"AAP,9300184,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
419,TCON2A,20120922193914,sys,157886,11LPL4400401,1144004,212,0,,,,20080528,20080603,,156.0,0,-1,,20240910134234,0,0,0,,0,1,26325,LPL,,26723,01,05,00,null,,0,,,0,,,0,"LPL,1144004,01,05,00",,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
420,ARodstro,20160811090341,ARodstro,157891,GAP005684100,0056841,212,0,,,,20140415,20161015,,0.0,0,-1,,20160811090341,0,0,0,,0,1,26326,GAP,,26723,00,01,00,,196736,0,,,0,,,0,"GAP,0056841,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
421,TCON2A,20120922174624,TCON2A,157892,11CAA5901900,1159019,212,0,,,,20070611,20080610,20080610,0.0,0,-1,,20120922174624,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,136440,0,,,0,,,0,"CAA,1159019,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
422,TCON2A,20120922191043,TCON2A,157913,11CAA7047900,1170479,212,0,,,,20080401,20090331,20090331,0.0,0,-1,,20120922191043,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,137398,0,,,0,,,0,"CAA,1170479,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
423,TCON4A,20120923014118,TCON4A,157926,11CAA5480901,1154809,212,0,,,,20071101,20081215,20081215,0.0,0,-1,,20120923014118,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,142039,0,,,0,,,0,"CAA,1154809,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
424,LGarrets,20151228112934,LGarrets,157951,AEP005803200,0058032,212,0,,,,20141231,20151231,,0.0,0,-1,,20151228112934,0,0,0,,0,1,26325,AEP,,26723,00,05,00,,188541,0,,,0,,,0,"AEP,0058032,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
425,TCON3A,20120922190210,TCON3A,158010,11CAA5499003,1154990,212,0,,,,20091219,20101219,20101219,0.0,0,-1,,20120922190210,0,0,0,,0,1,26319,CAA,,26723,03,05,00,01,137289,0,,,0,,,0,"CAA,1154990,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
426,KGaspard,20160108120846,KGaspard,158062,AGL000292702,0002927,212,0,,,,20150730,20160730,,0.0,0,-1,,20160108120846,0,0,0,,0,1,6857,AGL,,26723,02,01,00,,188890,0,,,0,,,0,"AGL,0002927,02,01,00",,,,,,,,,,,,,,,,,,,,,,,
427,LGarrets,20141118093559,LGarrets,158266,EPX930002600,9300026,212,0,,,,20140615,20150615,,0.0,0,-1,,20141118093559,0,0,0,,0,1,7927,EPX,,26723,00,05,00,,175545,0,,,0,,,0,"EPX,9300026,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
428,ARodstro,20150318143654,ARodstro,158285,99COP8704300,9987043,212,0,,,,20110902,20120902,,0.0,0,-1,,20150318143654,0,0,0,,0,1,26326,COP,,26723,00,05,00,,179246,0,,,0,,,0,"COP,9987043,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
429,TCON2A,20120813011052,TCON2A,158334,BFI002395401,0023954,212,0,,,,20081231,20091231,,0.0,0,-1,,20120813011052,0,0,0,,0,1,7927,BFI,,26723,01,05,00,01,109833,0,,,0,,,0,"BFI,0023954,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
430,TCON4A,20120907133525,TCON4A,158370,11CAA5489202,1154892,212,0,,,,20081201,20091201,20091201,0.0,0,-1,,20120907133525,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,130655,0,,,0,,,0,"CAA,1154892,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
431,TCON3A,20120813035058,TCON3A,158380,DOX001559905,0015599,212,0,,,,20110615,20120615,,0.0,0,-1,,20120813035058,0,0,0,,0,1,7927,DOX,,26723,05,05,00,08,112971,0,,,0,,,0,"DOX,0015599,05,05,00",,,,,,,,,,,,,,,,,,,,,,,
432,KGaspard,20151119084331,KGaspard,158427,AGL002566700,0025667,212,0,,,,20150519,20160519,,0.0,0,-1,,20151119084331,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,187476,0,,,0,,,0,"AGL,0025667,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
433,JVictori,20121009181536,JVictori,158431,WCX003105201,0031052,212,0,,,,20091231,20101231,,0.0,0,-1,,20121009181536,0,0,0,,0,1,26327,WCX,,26723,01,05,00,,143523,0,,,0,,,0,"WCX,0031052,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
434,ARodstro,20150812102525,ARodstro,158457,71WCX8916609,7189166,212,0,,,,20140101,20150101,,0.0,0,-1,,20150812102525,0,0,0,,0,1,26327,WCX,,26723,09,05,00,,184182,0,,,0,,,0,"WCX,7189166,09,05,00",,,,,,,,,,,,,,,,,,,,,,,
435,ARodstro,20130503085419,ARodstro,158460,UXP003103201,0031032,212,0,,,,20100101,20110101,,0.0,0,-1,,20130503085419,0,0,0,,0,1,27061,UXP,,26723,01,05,00,,149146,0,,,0,,,0,"UXP,0031032,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
436,JVictori,20150605145113,JVictori,158492,WCX003029402,0030294,212,0,,,,20101101,20111101,,0.0,0,-1,,20150605145113,0,0,0,,0,1,26327,WCX,,26723,02,05,00,,181936,0,,,0,,,0,"WCX,0030294,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
437,ARodstro,20131031110345,ARodstro,158561,GAP000993207,0009932,212,0,,,,20120927,20130927,,0.0,0,-1,,20131031110345,0,0,0,,0,1,26326,GAP,,26723,07,01,00,,154148,0,,,0,,,0,"GAP,0009932,07,01,00",,,,,,,,,,,,,,,,,,,,,,,
438,LGarrets,20150526163722,LGarrets,158568,FDX930009800,9300098,212,0,,,,20140630,20150630,,0.0,0,-1,,20150526163722,0,0,0,,0,1,7927,FDX,,26723,00,05,00,,181548,0,,,0,,,0,"FDX,9300098,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
439,TCON2A,20120922204518,TCON2A,158579,11CAA5499001,1154990,212,0,,,,20071219,20081219,20081219,0.0,0,-1,,20120922204518,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,138616,0,,,0,,,0,"CAA,1154990,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
440,ARodstro,20160219140450,ARodstro,158628,GAP003897602,0038976,212,0,,,,20120521,20130521,,0.0,0,-1,,20160219140450,0,0,0,,0,1,26326,GAP,,26723,02,01,00,,190293,0,,,0,,,0,"GAP,0038976,02,01,00",,,,,,,,,,,,,,,,,,,,,,,
441,TCON2A,20120907105215,TCON2A,158667,11CAA5482903,1154829,212,0,,,,20091215,20110314,20110314,0.0,0,-1,,20120907105215,0,0,0,,0,1,26319,CAA,,26723,03,05,00,01,130302,0,,,0,,,0,"CAA,1154829,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
442,TCON4A,20120923032431,TCON4A,158711,11CAA5903200,1159032,212,0,,,,20070701,20080701,20080701,0.0,0,-1,,20120923032431,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,142745,0,,,0,,,0,"CAA,1159032,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
443,LBiga,20130612165123,LBiga,158714,FLP005031001,0050310,212,0,,,,20130605,20140605,,0.0,0,-1,,20130612165123,0,0,0,,0,1,26323,FLP,,26723,01,01,00,,150229,0,,,0,,,0,"FLP,0050310,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
444,JVictori,20160607151625,JVictori,158734,WCX002949005,0029490,212,0,,,,20131001,20141001,,0.0,0,-1,,20160607151625,0,0,0,,0,1,26327,WCX,,26723,05,05,00,,194219,0,,,0,,,0,"WCX,0029490,05,05,00",,,,,,,,,,,,,,,,,,,,,,,
445,KGaspard,20150713112630,KGaspard,158768,AGL001695200,0016952,212,0,,,,20140829,20150829,,0.0,0,-1,,20150713112630,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,183106,0,,,0,,,0,"AGL,0016952,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
446,TCON1A,20120922200116,TCON1A,158777,GAP003194102,0031941,212,0,,,,20110222,20120222,,0.0,0,-1,,20120922200116,0,0,0,,0,1,26326,GAP,,26723,02,01,00,15,138017,0,,,0,,,0,"GAP,0031941,02,01,00",,,,,,,,,,,,,,,,,,,,,,,
447,LBiga,20131206102105,LBiga,158778,AGL000318300,0003183,212,0,,,,20130803,20140803,20140803,0.0,0,-1,,20131206102105,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,154942,0,,,0,,,0,"AGL,0003183,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
448,LGarrets,20160414153318,LGarrets,158830,SPL005271303,0052713,212,0,,,,20151217,20161217,,0.0,0,-1,,20160414153318,0,0,0,,0,1,26325,SPL,,26723,03,05,00,,192348,0,,,0,,,0,"SPL,0052713,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
449,SLawrie,20150928114355,SLawrie,158843,LPL004594902,0045949,212,0,,,,20130701,20140701,,0.0,0,-1,,20150928114355,0,0,0,,0,1,26325,LPL,,51848,02,06,00,,185704,0,,,0,,,0,"LPL,0045949,02,06,00",,,,,,,,,,,,,,,,,,,,,,,
450,MSwinwoo,20150121102802,MSwinwoo,158879,SBD002389207,0023892,212,0,,,,20141201,20151201,,0.0,0,-1,,20150121102802,0,0,0,,0,1,26325,SBD,,51848,07,06,00,,177428,0,,,0,,,0,"SBD,0023892,07,06,00",,,,,,,,,,,,,,,,,,,,,,,
451,TCONV,20140906115301,TCONV,158890,CPR009269602,0092696,212,0,,,,20130801,20140801,,0.0,0,-1,,20140906115301,0,0,0,,0,1,6857,CPR,,51848,02,06,00,20,171980,0,,,0,,,0,"CPR,0092696,02,06,00",,,,,,,,,,,,,,,,,,,,,,,
452,TCON1A,20120815210821,TCON1A,158900,11WCX5940801,1159408,212,0,,,,20080701,20090701,,0.0,0,-1,,20120815210821,0,0,0,,0,1,26327,WCX,,26723,01,05,00,08,119495,0,,,0,,,0,"WCX,1159408,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
453,ARodstro,20160412152708,ARodstro,158903,AGL001594700,0015947,212,0,,,,20140731,20150731,,0.0,0,-1,,20160412152708,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,192236,0,,,0,,,0,"AGL,0015947,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
454,MKemp,20161102090339,MKemp,158940,ANC000376500,0003765,212,0,,,,20160220,20170220,,0.0,0,-1,,20161102090339,0,0,0,,0,1,6857,ANC,,26723,00,01,00,,200025,0,,,0,,,0,"ANC,0003765,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
455,LGarrets,20130801153055,LGarrets,158944,SPL005271300,0052713,212,0,,,,20121217,20131217,,0.0,0,-1,,20130801153055,0,0,0,,0,1,26325,SPL,,26723,00,05,00,,151757,0,,,0,,,0,"SPL,0052713,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
456,SLuniews,20160811085054,SLuniews,158961,PRP005947900,0059479,212,0,,,,20160228,20170228,,0.0,0,-1,,20160811085054,0,0,0,,0,1,27060,PRP,,51848,00,06,00,,196733,0,,,0,,,0,"PRP,0059479,00,06,00",,,,,,,,,,,,,,,,,,,,,,,
457,MMittert,20151008144429,MMittert,158974,CPR009269604,0092696,212,0,,,,20150801,20160801,,0.0,0,-1,,20151008144429,0,0,0,,0,1,6857,CPR,,51848,04,06,00,,186138,0,,,0,,,0,"CPR,0092696,04,06,00",,,,,,,,,,,,,,,,,,,,,,,
458,LGarrets,20160511101051,LGarrets,158976,APL000733409,0007334,212,0,,,,20140601,20150601,,0.0,0,-1,,20160511101051,0,0,0,,0,1,26325,APL,,26723,09,01,00,,193275,0,,,0,,,0,"APL,0007334,09,01,00",,,,,,,,,,,,,,,,,,,,,,,
459,KGaspard,20160623130544,KGaspard,159004,AGL000478100,0004781,212,0,,,,20130930,20140930,,0.0,0,-1,,20160623130544,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,194878,0,,,0,,,0,"AGL,0004781,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
460,TCONV,20140906122620,TCONV,159043,PRP004464402,0044644,212,0,,,,20130601,20140601,,0.0,0,-1,,20140906122620,0,0,0,,0,1,27060,PRP,,51848,02,06,00,20,172530,0,,,0,,,0,"PRP,0044644,02,06,00",,,,,,,,,,,,,,,,,,,,,,,
461,TCON2A,20120907084914,TCON2A,159072,11CAA5489602,1154896,212,0,,,,20081201,20091201,20091201,0.0,0,-1,,20120907084914,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,129737,0,,,0,,,0,"CAA,1154896,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
462,LGarrets,20160412102558,LGarrets,159117,FDX930009801,9300098,212,0,,,,20150630,20160630,,0.0,0,-1,,20160412102558,0,0,0,,0,1,7927,FDX,,26723,01,05,00,,192204,0,,,0,,,0,"FDX,9300098,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
463,KGaspard,20161004141011,KGaspard,159145,AGL002962500,0029625,212,0,,,,20150916,20160916,,0.0,0,-1,,20161004141011,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,198848,0,,,0,,,0,"AGL,0029625,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
464,ARodstro,20130509142548,MHerman,159164,UXP004204102,0042041,212,0,,,,20130101,20140101,,0.0,0,-1,,20130625155100,0,0,0,,0,1,27061,UXP,,26723,02,05,00,,149297,0,,,0,,,0,"UXP,0042041,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
465,TCON1A,20120316043122,TCON1A,159241,UFP000351601,0003516,212,0,,,,20060101,20070101,,0.0,0,-1,,20120316043122,0,0,0,,0,1,27061,UFP,,26723,01,01,00,10,78580,0,,,0,,,0,"UFP,0003516,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
466,TCON4A,20120922233104,TCON4A,159277,11CAA5491900,1154919,212,0,,,,20061201,20071201,20071201,0.0,0,-1,,20120922233104,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,140704,0,,,0,,,0,"CAA,1154919,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
467,ARodstro,20151111160008,ARodstro,159318,DPC005800500,0058005,212,0,,,,20141223,20170701,,0.0,0,-1,,20151111160008,0,0,0,,0,1,26326,DPC,,26723,00,01,00,,187218,0,,,0,,,0,"DPC,0058005,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
468,TCON3A,20120922214209,TCON3A,159327,72ULP1412500,7214125,212,0,,,,20030801,20050201,,0.0,0,-1,,20120922214209,0,0,0,,0,1,27061,UFP,,26723,00,01,00,10,139441,0,,,0,,,0,"UFP,7214125,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
469,KGaspard,20160715152136,KGaspard,159337,AGL002594801,0025948,212,0,,,,20160521,20170521,,0.0,0,-1,,20160715152136,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,195701,0,,,0,,,0,"AGL,0025948,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
470,KGaspard,20150812144440,KGaspard,159373,AGL000571301,0005713,212,0,,,,20141029,20151029,,0.0,0,-1,,20150812144440,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,184209,0,,,0,,,0,"AGL,0005713,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
471,TCON4A,20120923021731,TCON4A,159471,11CAA5489301,1154893,212,0,,,,20071201,20081130,20081130,0.0,0,-1,,20120923021731,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,142502,0,,,0,,,0,"CAA,1154893,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
472,TCON4A,20120923000216,TCON4A,159472,11CAA5494400,1154944,212,0,,,,20061215,20071215,20071215,0.0,0,-1,,20120923000216,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,141091,0,,,0,,,0,"CAA,1154944,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
